date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:49:08	29063/29063	---MCZ	200	added ('OK')	text/css	etag:W/%224083f5d376eb849a458cc790b53ba080%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=4.6.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min4698.css	(from http://localhost/tigress/)
14:49:08	4384/4384	---M--	200	added ('OK')	text/css	etag:%221120-554fc17d10c24%22	http://localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-contact-form-default-b106b7827691.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-contact-form-default-b106b782769166f2.css	(from http://localhost/tigress/)
14:49:08	906/906	---M--	200	added ('OK')	text/css	etag:%2238a-554fc17d18b31%22	http://localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-headline-default-e5cd0b3f9a79.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-headline-default-e5cd0b3f9a7966f2.css	(from http://localhost/tigress/)
14:49:09	154/154	---M--	200	added ('OK')	text/css	etag:%229a-554fc17d1a892%22	http://localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-image-default-813df796d9b1.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-image-default-813df796d9b166f2.css	(from http://localhost/tigress/)
14:49:09	861/861	---M--	200	added ('OK')	text/css	etag:%2235d-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/button/css/style.css?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/button/css/stylec801.css	(from http://localhost/tigress/)
14:49:09	1283/1283	---M--	200	added ('OK')	text/css	etag:%22503-554fc17d2b5e0%22	http://localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-button-wire-abf747755726.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-button-wire-abf74775572666f2.css	(from http://localhost/tigress/)
14:49:09	231/231	---M--	200	added ('OK')	text/css	etag:%22e7-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/image-grid/css/image-grid.css?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/image-grid/css/image-gridc801.css	(from http://localhost/tigress/)
14:49:09	234/234	---M--	200	added ('OK')	text/css	etag:%22ea-554fc17d36f69%22	http://localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-image-grid-default-002c5dc2c561.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/siteorigin-widgets/sow-image-grid-default-002c5dc2c56166f2.css	(from http://localhost/tigress/)
14:49:10	29062/29062	---M--	200	added ('OK')	text/css	etag:%227186-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/css/font-awesome.min.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/css/font-awesome.min66f2.css	(from http://localhost/tigress/)
14:49:10	82227/82227	---M--	200	added ('OK')	text/css	etag:%2214133-554b6fb43b3f9%22	http://localhost/tigress/wp-content/themes/flash/style.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/style66f2.css	(from http://localhost/tigress/)
14:49:12	9738/9738	---M--	200	added ('OK')	text/css	etag:%22260a-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/css/responsive.min.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/css/responsive.min66f2.css	(from http://localhost/tigress/)
14:49:12	17216/17216	---M--	200	added ('OK')	text/css	etag:%224340-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/css/swiper.min.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/css/swiper.min66f2.css	(from http://localhost/tigress/)
14:49:13	1424/1424	---M--	200	added ('OK')	text/css	etag:%22590-5538b1e367c00%22	http://localhost/tigress/wp-content/plugins/add-to-any/addtoany.min.css?ver=1.14	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/add-to-any/addtoany.mind50e.css	(from http://localhost/tigress/)
14:49:14	135/135	---M--	200	added ('OK')	application/javascript	etag:%2287-5538b1e367c00%22	http://localhost/tigress/wp-content/plugins/add-to-any/addtoany.min.js?ver=1.0	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/add-to-any/addtoany.min5152.js	(from http://localhost/tigress/)
14:49:14	936/936	---M--	200	added ('OK')	application/javascript	etag:%223a8-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/contact/js/contact.min.js?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/contact/js/contact.minc801.js	(from http://localhost/tigress/)
14:49:14	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5511a4c244c00%22	http://localhost/tigress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/tigress/)
14:49:15	836/836	---M--	200	added ('OK')	text/xml	date:Mon,%2024%20Jul%202017%2006:49:14%20GMT	http://localhost/tigress/xmlrpc.php?rsd	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/xmlrpc0db0.php	(from http://localhost/tigress/)
14:49:15	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5511a4c244c00%22	http://localhost/tigress/wp-includes/wlwmanifest.xml	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-includes/wlwmanifest.xml	(from http://localhost/tigress/)
14:49:16	2184/2184	---M--	200	added ('OK')	application/json	date:Mon,%2024%20Jul%202017%2006:49:15%20GMT	http://localhost/tigress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Ftigress%2F	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-json/oembed/1.0/embed8af5.json	(from http://localhost/tigress/)
14:49:17	2279/2279	---M--	200	added ('OK')	text/xml	date:Mon,%2024%20Jul%202017%2006:49:16%20GMT	http://localhost/tigress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Ftigress%2F&format=xml	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-json/oembed/1.0/embed0732	(from http://localhost/tigress/)
14:49:21	73412/73412	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211ec5-54e8474bb065b%22	https://static.addtoany.com/menu/page.js	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/static.addtoany.com/menu/page.js	(from http://localhost/tigress/)
14:49:22	51804/51804	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Jul%202017%2006:49:14%20GMT	http://localhost/tigress/wp-json/	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-json/index.html	(from http://localhost/tigress/)
14:49:22	2601/2601	---M--	200	added ('OK')	image/png	etag:%22a29-554a744a8e052%22	http://localhost/tigress/wp-content/uploads/2017/06/tigress-logo.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/tigress-logo.png	(from http://localhost/tigress/)
14:49:23	30071/30071	---MC-	200	added ('OK')	text/javascript	date:Tue,%2006%20Jun%202017%2000:25:39%20GMT	https://www.google-analytics.com/analytics.js	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/www.google-analytics.com/analytics.js	(from http://localhost/tigress/)
14:49:23	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%2217ba0-5511a4c244c00%22	http://localhost/tigress/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/tigress/)
14:49:25	4103/4103	---M--	200	added ('OK')	image/png	etag:%225938c556-1007%22	https://www.tigress.my/wp-content/uploads/2017/06/tigress-logo-white-smaller.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/www.tigress.my/wp-content/uploads/2017/06/tigress-logo-white-smaller.png	(from http://localhost/tigress/)
14:49:57	249784/249784	---M--	200	added ('OK')	image/jpeg	etag:%223cfb8-554ba77a9308d%22	http://localhost/tigress/wp-content/uploads/2017/06/employer.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/employer.jpg	(from http://localhost/tigress/)
14:49:58	4094/4094	---M--	200	added ('OK')	image/jpeg	etag:%22ffe-554a68cf25352%22	http://localhost/tigress/wp-content/uploads/2017/07/Vinda-1-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/Vinda-1-185x145.jpg	(from http://localhost/tigress/)
14:49:58	3463/3463	---M--	200	added ('OK')	image/jpeg	etag:%22d87-554a31da4c6b7%22	http://localhost/tigress/wp-content/uploads/2017/07/OSK-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/OSK-185x145.jpg	(from http://localhost/tigress/)
14:49:59	4642/4642	---M--	200	added ('OK')	image/jpeg	etag:%221222-554a31da4ffac%22	http://localhost/tigress/wp-content/uploads/2017/07/OCK-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/OCK-185x145.jpg	(from http://localhost/tigress/)
14:50:00	222854/222854	---M--	200	added ('OK')	image/jpeg	etag:%2236686-554b9fbaf16d9%22	http://localhost/tigress/wp-content/uploads/2017/06/mou-signing-with-tigress.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/mou-signing-with-tigress.jpg	(from http://localhost/tigress/)
14:50:00	4235/4235	---M--	200	added ('OK')	image/jpeg	etag:%22108b-554a3a52c23e3%22	http://localhost/tigress/wp-content/uploads/2017/07/munchy-s-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/munchy-s-185x145.jpg	(from http://localhost/tigress/)
14:50:01	4444/4444	---M--	200	added ('OK')	image/jpeg	etag:%22115c-554a31da5a7ec%22	http://localhost/tigress/wp-content/uploads/2017/07/infineon-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/infineon-185x145.jpg	(from http://localhost/tigress/)
14:50:01	4883/4883	---M--	200	added ('OK')	image/jpeg	etag:%221313-554a31da5e88b%22	http://localhost/tigress/wp-content/uploads/2017/07/honda-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/honda-185x145.jpg	(from http://localhost/tigress/)
14:50:01	4219/4219	---M--	200	added ('OK')	image/jpeg	etag:%22107b-554a303f1896b%22	http://localhost/tigress/wp-content/uploads/2017/07/EY-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/EY-185x145.jpg	(from http://localhost/tigress/)
14:50:02	4841/4841	---M--	200	added ('OK')	image/jpeg	etag:%2212e9-554a31da63102%22	http://localhost/tigress/wp-content/uploads/2017/07/EPNOX-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/EPNOX-185x145.jpg	(from http://localhost/tigress/)
14:50:02	4588/4588	---M--	200	added ('OK')	image/jpeg	etag:%2211ec-554a31da67977%22	http://localhost/tigress/wp-content/uploads/2017/07/CIMB-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/CIMB-185x145.jpg	(from http://localhost/tigress/)
14:50:02	238540/238540	---M--	200	added ('OK')	image/jpeg	etag:%223a3cc-554b9fdd5eb3e%22	http://localhost/tigress/wp-content/uploads/2017/06/solution-for-talent-pipeline.jpeg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/solution-for-talent-pipeline.jpg	(from http://localhost/tigress/)
14:50:03	240503/240503	---M--	200	added ('OK')	image/jpeg	etag:%223ab77-554b5dee64db8%22	http://localhost/tigress/wp-content/uploads/2017/06/for-employers-tigress.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/for-employers-tigress.jpg	(from http://localhost/tigress/)
14:50:03	5851/5851	---M--	200	added ('OK')	image/jpeg	etag:%2216db-554a31da6c7cc%22	http://localhost/tigress/wp-content/uploads/2017/07/CardBiz-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/CardBiz-185x145.jpg	(from http://localhost/tigress/)
14:50:03	4802/4802	---M--	200	added ('OK')	image/jpeg	etag:%2212c2-554a32dbecb66%22	http://localhost/tigress/wp-content/uploads/2017/07/BDO-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/BDO-185x145.jpg	(from http://localhost/tigress/)
14:50:03	6718/6718	---M--	200	added ('OK')	image/jpeg	etag:%221a3e-554a320c7478d%22	http://localhost/tigress/wp-content/uploads/2017/07/Berjaya-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/Berjaya-185x145.jpg	(from http://localhost/tigress/)
14:50:03	4779/4779	---M--	200	added ('OK')	image/jpeg	etag:%2212ab-554a32dbf19bb%22	http://localhost/tigress/wp-content/uploads/2017/07/AWC-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/AWC-185x145.jpg	(from http://localhost/tigress/)
14:50:04	4452/4452	---M--	200	added ('OK')	image/jpeg	etag:%221164-554a32dbf5c51%22	http://localhost/tigress/wp-content/uploads/2017/07/allianz-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/allianz-185x145.jpg	(from http://localhost/tigress/)
14:50:04	5308/5308	---M--	200	added ('OK')	image/jpeg	etag:%2214bc-554a32dbfed3b%22	http://localhost/tigress/wp-content/uploads/2017/07/AIA-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/AIA-185x145.jpg	(from http://localhost/tigress/)
14:50:04	3229/3229	---M--	200	added ('OK')	image/jpeg	etag:%22c9d-554a32dc04752%22	http://localhost/tigress/wp-content/uploads/2017/07/aegis-185x145.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/07/aegis-185x145.jpg	(from http://localhost/tigress/)
14:50:07	16084/16084	---M--	200	added ('OK')	image/png	etag:%223ed4-554a741e3eef0%22	http://localhost/tigress/wp-content/uploads/2017/06/mmu-tigress.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/mmu-tigress.png	(from http://localhost/tigress/)
14:50:08	23272/23272	---M--	200	added ('OK')	image/png	etag:%225ae8-554a7412e1514%22	http://localhost/tigress/wp-content/uploads/2017/06/um-tigress.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/um-tigress.png	(from http://localhost/tigress/)
14:50:10	29968/29968	---M--	200	added ('OK')	image/png	etag:%227510-554a74183f9b0%22	http://localhost/tigress/wp-content/uploads/2017/06/ukm-tigress.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/ukm-tigress.png	(from http://localhost/tigress/)
14:50:10	26431/26431	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Jul%202017%2006:50:08%20GMT	http://localhost/tigress/universities-tigress__trashed/	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/universities-tigress__trashed/index.html	(from http://localhost/tigress/)
14:50:10	10703/10703	---M--	200	added ('OK')	image/png	etag:%2229cf-554a741bac097%22	http://localhost/tigress/wp-content/uploads/2017/06/taylors-tigress.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/taylors-tigress.png	(from http://localhost/tigress/)
14:50:15	26289/26289	---M--	200	added ('OK')	image/png	etag:%2266b1-554a7424cf3f6%22	http://localhost/tigress/wp-content/uploads/2017/06/iconix-skills-academy.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/iconix-skills-academy.png	(from http://localhost/tigress/)
14:50:15	31477/31477	---M--	200	added ('OK')	image/png	etag:%227af5-554a742bc832a%22	http://localhost/tigress/wp-content/uploads/2017/06/iconix-talent-network.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/iconix-talent-network.png	(from http://localhost/tigress/)
14:50:19	26420/26420	---M--	200	added ('OK')	image/png	etag:%226734-554a740d12bcd%22	http://localhost/tigress/wp-content/uploads/2017/06/icsb.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/icsb.png	(from http://localhost/tigress/)
14:50:20	27207/27207	---M--	200	added ('OK')	image/png	etag:%226a47-554a74276d9c7%22	http://localhost/tigress/wp-content/uploads/2017/06/iconix-emc-services.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/iconix-emc-services.png	(from http://localhost/tigress/)
14:50:20	4374/4374	---M--	200	added ('OK')	text/css	etag:%221116-554a156ce101c%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.carousel.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.carousel66f2.css	(from http://localhost/tigress/)
14:50:20	937/937	---M--	200	added ('OK')	text/css	etag:%223a9-554a156ce1fc6%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.theme.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.theme66f2.css	(from http://localhost/tigress/)
14:50:21	4476/4476	---M--	200	added ('OK')	text/css	etag:%22117c-554a156ce25a6%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.transitions.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/css/owl.transitions66f2.css	(from http://localhost/tigress/)
14:50:21	2858/2858	---M--	200	added ('OK')	text/css	etag:%22b2a-554a156ce0847%22	http://localhost/tigress/wp-content/plugins/logo-carousel-slider/css/lcs-styles.css?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/logo-carousel-slider/css/lcs-styles66f2.css	(from http://localhost/tigress/)
14:50:21	334/334	---M--	200	added ('OK')	text/css	etag:%2214e-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/google-map/css/style.css?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/google-map/css/stylec801.css	(from http://localhost/tigress/)
14:50:25	20028/20028	---M--	200	added ('OK')	application/javascript	etag:%224e3c-55132f50c6c40%22	http://localhost/tigress/wp-content/plugins/instagram-feed/js/sb-instagram.min.js?ver=1.4.9	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/instagram-feed/js/sb-instagram.mine29d.js	(from http://localhost/tigress/)
14:50:25	37519/37519	---M--	200	added ('OK')	image/png	etag:%22928f-554a7422238d3%22	http://localhost/tigress/wp-content/uploads/2017/06/iconix-systems-solutions.png	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/iconix-systems-solutions.png	(from http://localhost/tigress/)
14:50:26	649/649	---M--	200	added ('OK')	application/javascript	etag:%22289-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/image-grid/js/image-grid.min.js?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/image-grid/js/image-grid.minc801.js	(from http://localhost/tigress/)
14:50:26	7994/7994	---M--	200	added ('OK')	application/javascript	etag:%221f3a-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/js/lib/imagesloaded.pkgd.min.js?ver=3.2.0	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/js/lib/imagesloaded.pkgd.min55a0.js	(from http://localhost/tigress/)
14:50:26	4781/4781	---M--	200	added ('OK')	application/javascript	etag:%2212ad-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/jquery.sticky.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/jquery.sticky.min66f2.js	(from http://localhost/tigress/)
14:50:27	3002/3002	---M--	200	added ('OK')	application/javascript	etag:%22bba-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/jquery.nav.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/jquery.nav.min66f2.js	(from http://localhost/tigress/)
14:50:27	3442/3442	---M--	200	added ('OK')	application/javascript	etag:%22d72-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/flash.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/flash.min66f2.js	(from http://localhost/tigress/)
14:50:27	880/880	---M--	200	added ('OK')	application/javascript	etag:%22370-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/skip-link-focus-fix.js?ver=20151215	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/skip-link-focus-fix4a7d.js	(from http://localhost/tigress/)
14:50:28	115831/115831	---M--	200	added ('OK')	image/jpeg	etag:%221c477-554ba039f9880%22	http://localhost/tigress/wp-content/uploads/2017/06/for-students.jpg	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/uploads/2017/06/for-students.jpg	(from http://localhost/tigress/)
14:50:29	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22576-5511a4c244c00%22	http://localhost/tigress/wp-includes/js/wp-embed.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-includes/js/wp-embed.min66f2.js	(from http://localhost/tigress/)
14:50:29	846/846	---M--	200	added ('OK')	application/javascript	etag:%2234e-5538b1f76eb40%22	http://localhost/tigress/wp-content/plugins/siteorigin-panels/js/styling-25.min.js?ver=2.5.8	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/siteorigin-panels/js/styling-25.mined42.js	(from http://localhost/tigress/)
14:50:33	34695/34695	---M--	200	added ('OK')	application/javascript	etag:%228787-551e1dcf3a600%22	http://localhost/tigress/wp-content/themes/flash/js/isotope.pkgd.min.js?ver=4.7.5	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/themes/flash/js/isotope.pkgd.min66f2.js	(from http://localhost/tigress/)
14:50:34	7387/7387	---M--	200	added ('OK')	application/javascript	etag:%221cdb-5538b1fe1bb00%22	http://localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/google-map/js/js-map.min.js?ver=1.9.3	C:/laragon/www/tigress/wp-content/themes/flash/Tigress/localhost/tigress/wp-content/plugins/so-widgets-bundle/widgets/google-map/js/js-map.minc801.js	(from http://localhost/tigress/)
